noise_perc,noise_magn,noise_type,filter,RMSE,MAPE,R2,F1,REC,PRE,POR,DATA,ALG
0.0,0.1,persize,1,0.19109157414782693,0.024147761110400626,0.007880796483741763,0.7539026629935721,0.0,0.0,0.0,quake,RegENN03Wei3_k9.0_alpha0.5
0.0,0.1,persize,1,0.1949377530314691,0.02378881291387962,0.0067935991241626185,0.4871441689623508,0.0,0.0,0.0,quake,RegENN03Wei3_k9.0_alpha1.0
0.0,0.1,persize,1,0.18942670761587072,0.02393385736515054,0.02249338809907572,0.14187327823691465,0.0,0.0,0.0,quake,RegENN03Wei3_k9.0_alpha3.0
0.0,0.1,persize,1,0.18769053654407652,0.024257585191491376,0.026039531619062476,0.10514233241505966,0.0,0.0,0.0,quake,RegENN03Wei3_k9.0_alpha5.0
0.0,0.1,persize,1,0.1924724129245286,0.024433144884055708,0.002958321349114244,0.7796143250688705,0.0,0.0,0.0,quake,RegENN01_k9.0_alpha0.5
0.0,0.1,persize,1,0.20076244711392793,0.02424630017893865,0.00029358758707042547,0.5073461891643709,0.0,0.0,0.0,quake,RegENN01_k9.0_alpha1.0
0.0,0.1,persize,1,0.19018241366924843,0.023871507653946324,0.021896553271012854,0.14462809917355368,0.0,0.0,0.0,quake,RegENN01_k9.0_alpha3.0
0.0,0.1,persize,1,0.18831801091680608,0.024226821172977246,0.02314190966556881,0.10927456382001832,0.0,0.0,0.0,quake,RegENN01_k9.0_alpha5.0
0.0,0.1,persize,1,0.19078036093359746,0.02426046810627891,0.005909536152452557,0.7617079889807162,0.0,0.0,0.0,quake,RegENN03_k9.0_alpha0.5
0.0,0.1,persize,1,0.1946914396444315,0.02412014109385375,0.004405417249208697,0.49678604224058764,0.0,0.0,0.0,quake,RegENN03_k9.0_alpha1.0
0.0,0.1,persize,1,0.19008195504989722,0.02401232020292376,0.01871001708759003,0.1331496786042241,0.0,0.0,0.0,quake,RegENN03_k9.0_alpha3.0
0.0,0.1,persize,1,0.18792870983370327,0.024238809836422993,0.025202257815869288,0.10606060606060608,0.0,0.0,0.0,quake,RegENN03_k9.0_alpha5.0
0.1,0.1,persize,1,0.1949841570673014,0.02448131091268695,0.001581909083682118,0.7098255280073462,0.25582840289854053,0.9928571428571429,0.14683222651234745,quake,RegENN03Wei3_k9.0_alpha0.5
0.1,0.1,persize,1,0.19563657291100958,0.02415310487587961,0.0033287041738501626,0.46418732782369143,0.3875910038192111,0.9556122448979592,0.24310711840163854,quake,RegENN03Wei3_k9.0_alpha1.0
0.1,0.1,persize,1,0.19084115539081484,0.02456829411905077,0.0122504180407898,0.16253443526170797,0.5680403870338695,0.4892857142857142,0.677204258522457,quake,RegENN03Wei3_k9.0_alpha3.0
0.1,0.1,persize,1,0.191658053149082,0.024910701611240562,0.010564678858516958,0.11294765840220389,0.25787090491543474,0.1551020408163265,0.7860069573720494,quake,RegENN03Wei3_k9.0_alpha5.0
0.1,0.1,persize,1,0.19693247009428294,0.024808152131367705,0.0007635989578449053,0.7240587695133149,0.24798845263602942,0.9938775510204081,0.14166962555351476,quake,RegENN01_k9.0_alpha0.5
0.1,0.1,persize,1,0.1997562407342122,0.024236798454405014,0.0002690959727794871,0.47796143250688705,0.37060508888826027,0.9658163265306122,0.2293082557625516,quake,RegENN01_k9.0_alpha1.0
0.1,0.1,persize,1,0.19232324682042867,0.024651044722083296,0.008300023688951063,0.15656565656565657,0.5205690572256485,0.4423469387755102,0.6336429863692883,quake,RegENN01_k9.0_alpha3.0
