noise_perc,noise_magn,noise_type,filter,RMSE,MAPE,R2,F1,REC,PRE,POR,DATA,ALG
0.0,0.1,persize,1,3.916258118771897,0.006362005046615122,0.947377075449277,0.7188545150501673,0.0,0.0,0.0,ccpp,RegENN03Wei3_k9.0_alpha0.5
0.0,0.1,persize,1,3.8275939467196665,0.006141401535489153,0.9497957250413128,0.4739757525083612,0.0,0.0,0.0,ccpp,RegENN03Wei3_k9.0_alpha1.0
0.0,0.1,persize,1,3.617867069035853,0.005824459217866374,0.9550937643982685,0.14182692307692313,0.0,0.0,0.0,ccpp,RegENN03Wei3_k9.0_alpha3.0
0.0,0.1,persize,1,3.58571148041194,0.005814218529803954,0.955869405226869,0.10785953177257523,0.0,0.0,0.0,ccpp,RegENN03Wei3_k9.0_alpha5.0
0.0,0.1,persize,1,3.970545878008861,0.006485538674149982,0.9458913308873445,0.7205267558528428,0.0,0.0,0.0,ccpp,RegENN01_k9.0_alpha0.5
0.0,0.1,persize,1,3.8510252380688796,0.006159685551695335,0.9492137994082928,0.45798494983277593,0.0,0.0,0.0,ccpp,RegENN01_k9.0_alpha1.0
0.0,0.1,persize,1,3.5919621103095793,0.005816924375495455,0.9557234799571733,0.12071488294314381,0.0,0.0,0.0,ccpp,RegENN01_k9.0_alpha3.0
0.0,0.1,persize,1,3.581660645631299,0.005827744022154061,0.955962845250608,0.10472408026755853,0.0,0.0,0.0,ccpp,RegENN01_k9.0_alpha5.0
0.0,0.1,persize,1,3.9170382123290874,0.00639962220392018,0.9473309343192057,0.7372491638795986,0.0,0.0,0.0,ccpp,RegENN03_k9.0_alpha0.5
0.0,0.1,persize,1,3.8355493664203153,0.0061740528122839365,0.9495509396463583,0.49561036789297663,0.0,0.0,0.0,ccpp,RegENN03_k9.0_alpha1.0
0.0,0.1,persize,1,3.602664797274687,0.005837822145440984,0.9554571512391916,0.13430183946488294,0.0,0.0,0.0,ccpp,RegENN03_k9.0_alpha3.0
0.0,0.1,persize,1,3.5824594764750137,0.005815060176004814,0.9559474311578476,0.10650083612040129,0.0,0.0,0.0,ccpp,RegENN03_k9.0_alpha5.0
0.1,0.1,persize,1,3.8465412440163864,0.006276993611120086,0.9492474023761873,0.6108904682274248,0.30150836350206167,1.0,0.1775180859365499,ccpp,RegENN03Wei3_k9.0_alpha0.5
0.1,0.1,persize,1,3.721206997619248,0.006032912484123625,0.9524958595053241,0.3579640468227425,0.509478657188944,0.9996515679442508,0.3418738471389563,ccpp,RegENN03Wei3_k9.0_alpha1.0
0.1,0.1,persize,1,4.267999613733767,0.006828524438013792,0.9376666554169033,0.18394648829431437,0.8508785159271228,0.8301974448315912,0.872823408160832,ccpp,RegENN03Wei3_k9.0_alpha3.0
0.1,0.1,persize,1,4.5126792394066015,0.007382043967351076,0.9303816780865931,0.14903846153846156,0.6745849103673405,0.51869918699187,0.9650290375941492,ccpp,RegENN03Wei3_k9.0_alpha5.0
0.1,0.1,persize,1,3.8785265922526633,0.006321822449005063,0.9483923231677219,0.6011705685618729,0.30567896212919476,0.9998838559814169,0.1804209451418371,ccpp,RegENN01_k9.0_alpha0.5
0.1,0.1,persize,1,3.7439664552355114,0.006041908475430319,0.9519468008478227,0.37468645484949836,0.4865501070590882,0.9995354239256677,0.32155333728291474,ccpp,RegENN01_k9.0_alpha1.0
0.1,0.1,persize,1,4.445819943606701,0.00725406496439882,0.9323476906232987,0.1694188963210702,0.7442056767250772,0.6605110336817654,0.8523780428854174,ccpp,RegENN01_k9.0_alpha3.0
0.1,0.1,persize,1,4.502195506436413,0.007423618580545593,0.9306702274151645,0.13795986622073575,0.5642168935639337,0.4011614401858304,0.9529366701798002,ccpp,RegENN01_k9.0_alpha5.0
0.1,0.1,persize,1,3.8675682330519954,0.006308880743896343,0.948699754392856,0.627299331103679,0.2918264920855786,0.9997677119628339,0.17084976667640855,ccpp,RegENN03_k9.0_alpha0.5
